gene_id,gene_name,gene_type,mean_abs_shap
ENSG00000274104.1,CTD-2553L13.10,lincRNA,0.0007826653
ENSG00000253320.5,AZIN1-AS1,antisense,0.00076018134
ENSG00000253356.1,RP11-90P5.2,antisense,0.00046480336
ENSG00000259952.1,AC009133.15,antisense,0.0
ENSG00000273271.1,AP000254.8,antisense,0.0
ENSG00000278768.1,BACE1-AS,antisense,0.0
ENSG00000270082.1,RP11-178L8.8,antisense,0.0
ENSG00000277688.1,RP11-697E22.1,antisense,0.0
ENSG00000234377.7,RNF219-AS1,antisense,0.0
ENSG00000258610.1,RP11-488C13.7,lincRNA,0.0
ENSG00000273837.1,LLNLR-470E3.1,sense_intronic,0.0
ENSG00000265784.1,RP1-56K13.3,antisense,0.0
ENSG00000267453.6,AC004791.2,lincRNA,0.0
ENSG00000272668.1,RP11-190A12.8,antisense,0.0
ENSG00000228295.1,LINC00392,lincRNA,0.0
ENSG00000264272.1,CTD-2514K5.4,antisense,0.0
ENSG00000272418.1,RP11-762H8.4,sense_intronic,0.0
ENSG00000227432.1,AC053503.11,antisense,0.0
ENSG00000263272.1,CTC-524C5.2,antisense,0.0
ENSG00000262049.1,RP13-1032I1.7,antisense,0.0
ENSG00000261478.1,RP11-429B14.4,lincRNA,0.0
ENSG00000258824.2,CTD-2555O16.2,antisense,0.0
ENSG00000253230.6,LINC00599,lincRNA,0.0
ENSG00000248779.1,RP11-53O19.2,lincRNA,0.0
ENSG00000232581.1,AC079742.4,antisense,0.0
ENSG00000231074.8,HCG18,antisense,0.0
ENSG00000260296.1,RP11-395I6.3,sense_overlapping,0.0
ENSG00000270372.1,RP11-109M17.2,lincRNA,0.0
ENSG00000260934.1,CTA-363E6.7,antisense,0.0
ENSG00000256813.1,RP11-804A23.4,antisense,0.0
ENSG00000242375.1,RP11-498P14.3,lincRNA,0.0
ENSG00000234506.5,LINC01506,lincRNA,0.0
ENSG00000237457.6,LINC01351,lincRNA,0.0
ENSG00000235426.2,RP11-342M3.5,antisense,0.0
ENSG00000225032.5,RP11-228B15.4,antisense,0.0
ENSG00000260276.2,RP11-77H9.2,antisense,0.0
ENSG00000176868.2,RP11-334J6.7,antisense,0.0
ENSG00000265168.1,RP11-192H23.5,antisense,0.0
ENSG00000257815.5,LINC01481,antisense,0.0
ENSG00000262791.1,RP11-961A15.1,antisense,0.0
ENSG00000276997.4,RP11-378J18.9,lincRNA,0.0
ENSG00000205885.7,C1RL-AS1,antisense,0.0
ENSG00000228214.6,LINC00693,antisense,0.0
ENSG00000249592.5,RP11-440L14.1,antisense,0.0
ENSG00000273409.1,RP11-480C22.1,lincRNA,0.0
ENSG00000249835.2,VCAN-AS1,antisense,0.0
ENSG00000253821.1,RP11-246K15.1,lincRNA,0.0
ENSG00000260370.1,RP11-631M21.1,lincRNA,0.0
ENSG00000249196.6,RP11-669N7.2,antisense,0.0
ENSG00000263218.2,CTD-2561B21.7,antisense,0.0
ENSG00000274372.4,RP11-94I2.4,lincRNA,0.0
