gene_id,gene_name,gene_type,mean_abs_shap
ENSG00000261416.1,RP11-455F5.5,antisense,0.11995037
ENSG00000271380.1,RP11-307C12.12,antisense,0.119679846
ENSG00000238113.6,LINC01410,lincRNA,0.11967064
ENSG00000248019.2,FAM13A-AS1,antisense,0.11916132
ENSG00000258430.1,RP11-982M15.2,antisense,0.11851707
ENSG00000282221.1,RP11-27G14.4,antisense,0.11845498
ENSG00000225826.1,LINC00626,lincRNA,0.11786793
ENSG00000267328.1,AC002398.12,antisense,0.11744471
ENSG00000274029.1,RP11-340F14.6,lincRNA,0.11737716
ENSG00000264589.1,MAPT-AS1,antisense,0.11729655
ENSG00000250041.2,CTD-2003C8.2,lincRNA,0.1169153
ENSG00000239268.2,RP11-384F7.2,lincRNA,0.1167928
ENSG00000267058.1,RP11-15A1.3,lincRNA,0.11669303
ENSG00000253706.5,RP11-758M4.4,antisense,0.11668684
ENSG00000261327.4,RP11-863P13.3,lincRNA,0.11659396
ENSG00000267128.1,RP11-449J21.5,antisense,0.11592474
ENSG00000253161.5,LINC01605,lincRNA,0.11579901
ENSG00000177410.12,ZFAS1,antisense,0.11533346
ENSG00000268205.1,CTC-444N24.11,lincRNA,0.1146852
ENSG00000215808.2,LINC01139,lincRNA,0.11432047
ENSG00000272763.1,RP11-357H14.17,lincRNA,0.114209495
ENSG00000260735.1,RP11-72I8.1,antisense,0.11401367
ENSG00000244239.1,AC007009.1,antisense,0.11393553
ENSG00000227372.10,TP73-AS1,antisense,0.113833286
ENSG00000274415.1,RP11-433J22.2,antisense,0.11329534
ENSG00000180861.9,LINC01559,lincRNA,0.11271382
ENSG00000267259.1,CTD-2008P7.9,lincRNA,0.11269489
ENSG00000261087.1,KB-1460A1.5,lincRNA,0.11263835
ENSG00000235597.1,LINC01102,lincRNA,0.11196587
ENSG00000234936.1,AC010883.5,antisense,0.111893855
ENSG00000274605.1,RP11-12G12.7,lincRNA,0.11155164
ENSG00000224057.1,EGFR-AS1,antisense,0.111254945
ENSG00000231607.8,DLEU2,antisense,0.11120334
ENSG00000250742.1,RP11-834C11.4,lincRNA,0.11067984
ENSG00000255126.1,CTD-2531D15.5,antisense,0.11059104
ENSG00000254721.1,RP11-805J14.5,antisense,0.11050125
ENSG00000273420.1,CTD-2540B15.13,3prime_overlapping_ncrna,0.10988434
ENSG00000253948.1,RP11-410L14.2,lincRNA,0.10982719
ENSG00000272379.1,RP1-257A7.5,lincRNA,0.1095792
ENSG00000241158.5,ADAMTS9-AS1,antisense,0.1093331
ENSG00000245694.8,CRNDE,lincRNA,0.108442046
ENSG00000260884.1,AC009120.5,lincRNA,0.107919686
ENSG00000272666.1,CTA-384D8.35,lincRNA,0.107581906
ENSG00000228989.1,AC133528.2,antisense,0.106849894
ENSG00000271858.5,CYB561D2,antisense,0.10683425
ENSG00000198468.7,FLVCR1-AS1,lincRNA,0.106653154
ENSG00000267272.5,LINC01140,lincRNA,0.10640818
ENSG00000233718.5,MYCNOS,antisense,0.10629877
ENSG00000258910.2,RP11-19E11.1,lincRNA,0.106070064
ENSG00000255462.1,RP11-483L5.1,antisense,0.10590953
ENSG00000277147.4,LINC00869,lincRNA,0.10539997
ENSG00000207955.3,MIR219A2,lincRNA,0.10522206
ENSG00000224984.1,RP11-524H19.2,antisense,0.10521298
ENSG00000250328.5,MGC32805,antisense,0.10488682
ENSG00000260228.5,RP11-483P21.2,antisense,0.104721695
ENSG00000276980.1,CTD-3128G10.7,sense_intronic,0.10466179
ENSG00000237928.5,NFIA-AS2,antisense,0.104404695
ENSG00000254211.5,LINC01485,lincRNA,0.10424562
ENSG00000272990.1,RP11-305K5.1,antisense,0.10410144
ENSG00000229671.1,LINC01150,lincRNA,0.1040108
ENSG00000224032.6,EPB41L4A-AS1,lincRNA,0.10399726
ENSG00000260966.1,RP11-690D19.3,sense_overlapping,0.10392893
ENSG00000205106.4,DKFZp779M0652,lincRNA,0.10377029
ENSG00000244468.1,RP11-206M11.7,antisense,0.10374991
ENSG00000234883.3,MIR155HG,lincRNA,0.10363047
ENSG00000248996.1,RP11-1334A24.6,antisense,0.10356773
ENSG00000230424.1,RP1-43E13.2,antisense,0.10326734
ENSG00000259834.1,RP11-284N8.3,lincRNA,0.103197835
ENSG00000245812.2,RP11-175K6.1,lincRNA,0.103150755
ENSG00000229647.1,AC007879.7,lincRNA,0.10302863
ENSG00000276278.1,RP11-182J1.3,antisense,0.10290416
ENSG00000254139.1,CTD-2339F6.1,lincRNA,0.102808245
ENSG00000188242.4,PP7080,antisense,0.101532914
ENSG00000222033.1,LINC01124,lincRNA,0.10147305
ENSG00000267143.1,RP11-677O4.6,lincRNA,0.10141317
ENSG00000224093.5,RP5-1033H22.2,antisense,0.101248115
ENSG00000268069.2,RP5-1057I20.4,antisense,0.101068996
ENSG00000260704.1,LINC00543,lincRNA,0.10104488
ENSG00000267481.1,CTC-559E9.5,sense_intronic,0.100856856
ENSG00000246022.2,ALDH1L1-AS2,antisense,0.10070489
ENSG00000261269.1,RP11-389C8.2,sense_overlapping,0.099972375
ENSG00000267890.1,CTD-2126E3.4,lincRNA,0.09963337
ENSG00000246898.1,LINC00920,lincRNA,0.09905801
ENSG00000260260.1,SNHG19,lincRNA,0.09879464
ENSG00000236924.1,RP11-390F4.6,lincRNA,0.09843532
ENSG00000244649.4,CTD-2377D24.6,lincRNA,0.098400064
ENSG00000218537.1,MIF-AS1,antisense,0.09747249
ENSG00000229891.1,LINC01315,lincRNA,0.097280726
ENSG00000273759.1,RP4-563E14.1,lincRNA,0.097194925
ENSG00000263753.6,LINC00667,lincRNA,0.09691646
ENSG00000267313.6,KC6,lincRNA,0.096685074
ENSG00000100181.21,TPTEP1,lincRNA,0.09615617
ENSG00000281406.1,BLACAT1,lincRNA,0.09591293
ENSG00000267194.1,RP1-193H18.2,lincRNA,0.09557047
ENSG00000254928.1,RP11-702H23.6,antisense,0.09522269
ENSG00000260992.1,DOCK9-AS2,antisense,0.09517175
ENSG00000263874.1,LINC00672,lincRNA,0.09516323
ENSG00000233117.2,LINC00702,lincRNA,0.09514799
ENSG00000267013.5,CTD-2171N6.1,lincRNA,0.09457091
ENSG00000226137.5,BAIAP2-AS1,lincRNA,0.09453772
ENSG00000224652.1,LINC00885,lincRNA,0.09415379
ENSG00000244675.2,AC108676.1,sense_overlapping,0.09360899
ENSG00000259250.1,RP11-50C13.1,antisense,0.09339413
ENSG00000256234.1,RP11-283G6.4,antisense,0.09331729
ENSG00000269899.1,RP11-589N15.2,sense_intronic,0.09327356
ENSG00000272155.1,RP11-707M3.3,antisense,0.09298132
ENSG00000228221.5,LINC00578,lincRNA,0.0928764
ENSG00000272142.1,RP11-428J1.5,lincRNA,0.09283196
ENSG00000259345.5,RP11-624L4.1,lincRNA,0.092613496
ENSG00000259153.1,RP6-65G23.3,lincRNA,0.09231687
ENSG00000231971.5,RP11-557H15.3,lincRNA,0.09214719
ENSG00000227066.1,RP3-340N1.2,lincRNA,0.09180697
ENSG00000259248.5,USP3-AS1,antisense,0.09170306
ENSG00000262050.1,RP11-74E22.3,antisense,0.09142812
ENSG00000270607.1,RP11-359E10.1,lincRNA,0.09142589
ENSG00000275367.1,RP11-266K4.14,lincRNA,0.09117155
ENSG00000270179.1,RP11-159N11.4,sense_intronic,0.090896524
ENSG00000229852.2,RP11-398K22.12,antisense,0.09075441
ENSG00000234431.2,AC007283.5,3prime_overlapping_ncrna,0.09063948
ENSG00000259225.6,RP11-1008C21.1,lincRNA,0.09061642
ENSG00000266642.2,RP11-20B24.4,antisense,0.09060541
ENSG00000273084.1,RP11-1275H24.3,lincRNA,0.09043225
ENSG00000254607.2,RP11-115C10.1,antisense,0.09011355
ENSG00000230910.2,RP3-525N10.2,antisense,0.090057634
ENSG00000204860.4,FAM201A,antisense,0.08975083
ENSG00000265254.1,CTD-2350C19.2,antisense,0.08949702
ENSG00000254682.1,RP11-660L16.2,antisense,0.089115925
ENSG00000234949.2,AC104667.3,antisense,0.08894519
ENSG00000260442.5,ATP2A1-AS1,antisense,0.08881171
ENSG00000255310.2,AF131215.2,sense_intronic,0.088808306
ENSG00000265933.5,LINC00668,lincRNA,0.088407926
ENSG00000267454.5,ZNF582-AS1,lincRNA,0.08796707
ENSG00000255366.1,RP11-1134I14.8,lincRNA,0.0878587
ENSG00000276529.1,AP001505.10,lincRNA,0.087843865
ENSG00000268739.1,CTC-518B2.12,antisense,0.087799065
ENSG00000203706.8,SERTAD4-AS1,antisense,0.08762578
ENSG00000258791.7,LINC00520,lincRNA,0.08758094
ENSG00000269427.1,CTC-429P9.1,antisense,0.087402016
ENSG00000254142.2,RP11-53M11.3,lincRNA,0.08716597
ENSG00000261220.2,RP11-629O1.2,lincRNA,0.0869854
ENSG00000234155.1,RP11-30P6.6,lincRNA,0.0868651
ENSG00000237187.8,NR2F1-AS1,antisense,0.08670496
ENSG00000268203.1,CTD-2396E7.9,antisense,0.08663908
ENSG00000232677.6,LINC00665,lincRNA,0.08634629
ENSG00000280721.1,AC133644.2,lincRNA,0.08610346
ENSG00000226453.1,RP11-379B8.1,lincRNA,0.08608507
ENSG00000256806.3,C17orf100,lincRNA,0.08606288
ENSG00000254902.1,ANO1-AS1,antisense,0.08602065
ENSG00000278291.1,RP11-172H24.4,antisense,0.08602009
ENSG00000273585.1,RP11-14C10.5,lincRNA,0.085623436
ENSG00000267436.1,AC005786.7,antisense,0.085619874
ENSG00000204241.7,RP11-713P17.3,lincRNA,0.08558332
ENSG00000249684.5,RP11-423H2.3,antisense,0.08544667
ENSG00000234753.5,FOXP4-AS1,antisense,0.08536385
ENSG00000226644.5,RP11-128M1.1,lincRNA,0.08529241
ENSG00000256694.1,RP11-598F7.5,antisense,0.08495048
ENSG00000269930.1,RP11-932O9.9,lincRNA,0.08484008
ENSG00000268751.1,SCGB1B2P,lincRNA,0.08478154
ENSG00000228812.7,LAMA5-AS1,antisense,0.08459912
ENSG00000226332.2,RP11-157P1.4,antisense,0.08448695
ENSG00000278192.1,RP5-1056H1.2,lincRNA,0.084325865
ENSG00000272579.1,RP11-101E13.5,antisense,0.08420263
ENSG00000171889.3,MIR31HG,sense_overlapping,0.083978176
ENSG00000270640.1,RP11-373D23.2,sense_intronic,0.08393064
ENSG00000249430.1,CTD-2231H16.1,lincRNA,0.08378966
ENSG00000258399.6,MEG8,lincRNA,0.083498724
ENSG00000273361.1,RP11-378A13.2,antisense,0.08327542
ENSG00000261790.1,AC005606.14,lincRNA,0.083151914
ENSG00000269051.5,CTD-2245F17.3,lincRNA,0.083138585
ENSG00000272711.1,RP11-259N19.1,lincRNA,0.08272774
ENSG00000224843.6,LINC00240,lincRNA,0.0825785
ENSG00000254501.1,AP003068.9,antisense,0.08227478
ENSG00000250988.7,SNHG21,antisense,0.08225837
ENSG00000260018.1,RP11-505K9.1,antisense,0.08190569
ENSG00000269972.1,RP3-430N8.10,lincRNA,0.08184201
ENSG00000261512.2,RP11-46D6.1,lincRNA,0.081804454
ENSG00000272842.1,RP11-513M16.7,antisense,0.08161043
ENSG00000237883.1,DGUOK-AS1,antisense,0.0814866
ENSG00000225783.6,MIAT,lincRNA,0.08107749
ENSG00000120055.7,C10orf95,lincRNA,0.0810752
ENSG00000272638.1,GS1-114I9.1,antisense,0.08095391
ENSG00000226777.7,KIAA0125,lincRNA,0.08090578
ENSG00000236540.7,AC006547.13,antisense,0.08074804
ENSG00000226363.3,HAGLROS,lincRNA,0.0806456
ENSG00000186369.9,LINC00643,lincRNA,0.08054114
ENSG00000268191.1,CTD-2396E7.10,antisense,0.0805304
ENSG00000226403.1,RP11-31F19.1,sense_intronic,0.08041528
ENSG00000256916.1,RP11-817J15.2,antisense,0.080360875
ENSG00000259065.1,RP5-1021I20.1,antisense,0.08021157
ENSG00000254872.3,RP13-870H17.3,lincRNA,0.08001785
ENSG00000258708.1,SLC25A21-AS1,antisense,0.080013305
ENSG00000240541.2,TM4SF1-AS1,antisense,0.080007926
ENSG00000247317.3,RP11-273G15.2,lincRNA,0.07994784
ENSG00000273389.1,RP13-514E23.2,antisense,0.07980905
ENSG00000257027.1,RP11-705C15.3,sense_intronic,0.07961582
ENSG00000260963.1,RP11-297L17.2,lincRNA,0.07959664
ENSG00000259457.1,RP11-279F6.2,lincRNA,0.07943547
ENSG00000276131.1,RP11-481J2.3,antisense,0.079003796
ENSG00000268120.1,CTD-3193O13.11,lincRNA,0.07876622
ENSG00000233098.8,CCDC144NL-AS1,antisense,0.0787236
ENSG00000264558.1,RP11-138C9.1,antisense,0.078466155
ENSG00000277013.1,CTC-526N19.1,lincRNA,0.078449935
ENSG00000248323.5,LUCAT1,lincRNA,0.078360595
ENSG00000277299.1,RP11-837J7.4,antisense,0.0782954
ENSG00000267107.6,PCAT19,lincRNA,0.07826026
ENSG00000206417.8,H1FX-AS1,antisense,0.07816436
ENSG00000267519.3,CTD-3252C9.4,lincRNA,0.07792217
ENSG00000244541.5,LINC01213,lincRNA,0.07790401
ENSG00000263424.1,CTD-2541J13.2,antisense,0.077730976
ENSG00000229056.2,AC020571.3,antisense,0.07768236
ENSG00000153363.12,LINC00467,lincRNA,0.07762677
ENSG00000228434.1,AC004951.6,lincRNA,0.07759631
ENSG00000261801.5,LOXL1-AS1,antisense,0.07737457
ENSG00000223414.2,LINC00473,lincRNA,0.07733748
ENSG00000248538.6,RP11-10A14.5,lincRNA,0.0770828
ENSG00000233532.5,LINC00460,lincRNA,0.07689745
ENSG00000244041.7,LINC01011,lincRNA,0.076796144
ENSG00000260693.1,AC026150.8,lincRNA,0.076637894
ENSG00000226328.6,NUP50-AS1,lincRNA,0.076484226
ENSG00000260804.3,PKI55,lincRNA,0.07636946
ENSG00000204876.4,AC021218.2,lincRNA,0.076328285
ENSG00000280145.3,CH507-154B10.1,lincRNA,0.07631974
ENSG00000267278.5,MAP3K14-AS1,antisense,0.076155625
ENSG00000251301.6,RP11-81H14.2,lincRNA,0.07614756
ENSG00000229953.1,RP11-284F21.7,antisense,0.076128356
ENSG00000203711.11,C6orf99,lincRNA,0.07604017
ENSG00000273261.1,RP11-531F16.4,antisense,0.07591268
ENSG00000184809.12,B3GALT5-AS1,antisense,0.07590609
ENSG00000230733.2,AC092171.4,lincRNA,0.07580056
ENSG00000243960.1,RP11-552M11.4,sense_overlapping,0.07572799
ENSG00000254967.6,RP11-680F20.6,antisense,0.07563941
ENSG00000228274.3,RP3-508I15.9,antisense,0.07562699
ENSG00000234546.2,RP3-510D11.2,lincRNA,0.075552344
ENSG00000267421.6,AC005498.3,lincRNA,0.07550759
ENSG00000281404.1,LINC01176,lincRNA,0.075418524
ENSG00000187185.4,CTD-2600O9.1,lincRNA,0.07537775
ENSG00000256164.1,CCND2-AS1,antisense,0.0752525
ENSG00000174171.5,RP11-23P13.6,antisense,0.0744106
ENSG00000245213.6,RP11-10K16.1,antisense,0.07429974
ENSG00000259363.5,CTD-2054N24.2,lincRNA,0.07406392
ENSG00000257718.1,RP11-396F22.1,antisense,0.07331088
ENSG00000260244.1,RP11-588K22.2,sense_overlapping,0.07311997
ENSG00000267530.2,AC006273.5,lincRNA,0.07284097
ENSG00000282164.1,RP11-570L14.2,sense_intronic,0.07239817
ENSG00000233610.1,LINC00462,lincRNA,0.07209871
ENSG00000233175.2,CTD-2020K17.3,antisense,0.07193984
ENSG00000229108.1,MEOX2-AS1,lincRNA,0.071738794
ENSG00000233725.7,LINC00284,lincRNA,0.07157344
ENSG00000278642.1,RP11-159D12.11,lincRNA,0.07155595
ENSG00000269825.1,CTD-3099C6.9,sense_intronic,0.071255215
ENSG00000234773.6,CTD-2666L21.1,lincRNA,0.07121941
ENSG00000244558.5,KCNK15-AS1,antisense,0.07088397
ENSG00000278238.1,RP11-245D16.4,lincRNA,0.07059522
ENSG00000273313.1,RBAKDN,lincRNA,0.070576146
ENSG00000246763.6,RGMB-AS1,antisense,0.0704983
ENSG00000271936.1,RP11-443B20.1,antisense,0.07049816
ENSG00000230177.1,RP5-1112D6.4,antisense,0.07047071
ENSG00000233593.6,RP4-665J23.1,lincRNA,0.0704659
ENSG00000274422.1,LL22NC03-2H8.5,lincRNA,0.07043211
ENSG00000235288.3,RP11-70C1.3,antisense,0.07025571
ENSG00000233483.2,CTD-2020K17.4,antisense,0.06992072
ENSG00000259925.1,CTA-363E6.2,lincRNA,0.06986654
ENSG00000227544.8,AC018647.3,lincRNA,0.06966936
ENSG00000255455.2,RP11-890B15.3,lincRNA,0.069585755
ENSG00000263244.2,RP11-473I1.9,3prime_overlapping_ncrna,0.069438025
ENSG00000262413.1,RP11-498C9.3,antisense,0.06940964
ENSG00000276855.1,CTD-3157E16.2,lincRNA,0.069183655
ENSG00000213963.6,AC074286.1,sense_overlapping,0.06913066
ENSG00000261474.1,RP11-452L6.1,lincRNA,0.06898341
ENSG00000267254.5,ZNF790-AS1,antisense,0.06890744
ENSG00000228748.2,RP13-39P12.3,antisense,0.068718694
ENSG00000282012.1,LL22NC03-N95F10.1,lincRNA,0.06868165
ENSG00000261105.5,LMO7-AS1,antisense,0.06867957
ENSG00000272106.1,RP11-345P4.9,antisense,0.068579696
ENSG00000253764.1,RP11-439C15.4,lincRNA,0.06853594
ENSG00000233429.9,HOTAIRM1,antisense,0.068429135
ENSG00000232679.1,RP11-400N13.3,lincRNA,0.068330266
ENSG00000281453.1,TGFB2-OT1,3prime_overlapping_ncrna,0.068224624
ENSG00000242147.1,RP13-463N16.6,lincRNA,0.06819287
ENSG00000249307.5,LINC01088,antisense,0.06818423
ENSG00000257698.1,RP11-620J15.3,lincRNA,0.06806356
ENSG00000259772.6,RP11-16E12.2,lincRNA,0.06794406
ENSG00000235899.1,LINC01564,antisense,0.067890204
ENSG00000178803.10,ADORA2A-AS1,antisense,0.06787917
ENSG00000227906.7,SNAP25-AS1,antisense,0.06781658
ENSG00000273355.1,RP11-672L10.6,lincRNA,0.067697346
ENSG00000260372.6,AQP4-AS1,antisense,0.0673462
ENSG00000235373.1,RP11-206L10.3,lincRNA,0.06728142
ENSG00000254615.2,RP11-395G23.3,lincRNA,0.06716408
ENSG00000270866.1,RP11-706J10.2,lincRNA,0.067136966
ENSG00000263812.5,LINC00908,lincRNA,0.06703481
ENSG00000269936.3,RP11-394O4.5,lincRNA,0.0669245
ENSG00000267575.6,CTC-459F4.3,lincRNA,0.06689634
ENSG00000235123.5,DSCAM-AS1,antisense,0.06682893
ENSG00000260997.1,RP4-647J21.1,sense_overlapping,0.066707954
ENSG00000250682.5,LINC00491,lincRNA,0.06630615
ENSG00000270412.1,RP11-92C4.6,antisense,0.06630226
ENSG00000182912.6,TSPEAR-AS2,antisense,0.06612033
ENSG00000272512.1,RP11-54O7.17,lincRNA,0.06604198
ENSG00000225313.5,RP11-415J8.3,antisense,0.06599722
ENSG00000182165.17,TP53TG1,lincRNA,0.06593232
ENSG00000260261.1,RP11-480A16.1,lincRNA,0.06586545
ENSG00000272695.1,GAS6-AS2,lincRNA,0.06585092
ENSG00000258867.5,LINC01146,lincRNA,0.06572842
ENSG00000224397.5,LINC01272,lincRNA,0.06563064
ENSG00000235033.7,RP11-61I13.3,antisense,0.065617606
ENSG00000253408.5,RP11-231D20.2,antisense,0.065580085
ENSG00000271824.1,AC009014.3,lincRNA,0.06551888
ENSG00000257702.3,LBX2-AS1,antisense,0.06543047
ENSG00000242686.4,RP11-1191J2.2,antisense,0.065360494
ENSG00000258512.1,LINC00239,lincRNA,0.06533793
ENSG00000248663.6,LINC00992,lincRNA,0.06533331
ENSG00000233930.3,KRTAP5-AS1,antisense,0.0649448
ENSG00000260630.6,SNAI3-AS1,antisense,0.06460028
ENSG00000267791.1,CTD-2659N19.2,antisense,0.064470075
ENSG00000268307.1,CTD-2619J13.13,lincRNA,0.064443395
ENSG00000219410.5,RP4-761J14.8,antisense,0.06441855
ENSG00000262580.5,RP11-334C17.5,antisense,0.0644178
ENSG00000231890.7,DARS-AS1,antisense,0.06430577
ENSG00000272138.1,LINC01607,lincRNA,0.06400461
ENSG00000232527.7,RP11-14N7.2,lincRNA,0.06393439
ENSG00000235706.7,DICER1-AS1,antisense,0.06361541
ENSG00000254024.1,KB-1562D12.1,antisense,0.06349638
ENSG00000256128.5,LINC00944,lincRNA,0.06346644
ENSG00000268262.1,CTC-246B18.8,sense_overlapping,0.06340418
ENSG00000237094.11,RP4-669L17.10,lincRNA,0.06339961
ENSG00000249628.2,LINC00942,lincRNA,0.06271276
ENSG00000259865.1,RP11-488L18.10,lincRNA,0.06254194
ENSG00000275857.1,AC009133.21,antisense,0.06250264
ENSG00000177738.3,CTD-2201E18.3,sense_overlapping,0.062409457
ENSG00000275216.1,RP11-54H7.4,lincRNA,0.062295318
ENSG00000248309.5,MEF2C-AS1,antisense,0.062275596
ENSG00000271787.1,RP11-254F7.3,antisense,0.061834574
ENSG00000204380.4,AC005042.4,antisense,0.06158857
ENSG00000245552.6,RP11-712B9.2,antisense,0.061525397
ENSG00000258955.1,LINC00519,lincRNA,0.061489288
ENSG00000246100.3,LINC00900,lincRNA,0.061394263
ENSG00000206532.2,RP11-553A10.1,lincRNA,0.06137051
ENSG00000259291.2,RP11-617F23.1,antisense,0.061330296
ENSG00000263429.3,LINC00675,lincRNA,0.06098644
ENSG00000228798.1,AP000473.5,lincRNA,0.060948305
ENSG00000231107.1,LINC01508,lincRNA,0.06091656
ENSG00000262772.1,RP11-353N14.2,lincRNA,0.060849942
ENSG00000253669.3,KB-1732A1.1,lincRNA,0.06083332
ENSG00000271781.1,CTD-2589H19.6,antisense,0.060716588
ENSG00000274002.1,RP11-66N24.6,lincRNA,0.060714934
ENSG00000238164.6,RP3-395M20.8,antisense,0.060699422
ENSG00000250615.1,CTC-564N23.2,antisense,0.05999215
ENSG00000232229.5,LINC00865,lincRNA,0.059780937
ENSG00000253701.2,AL928768.3,lincRNA,0.059701808
ENSG00000273061.1,CDC37L1-AS1,lincRNA,0.059693065
ENSG00000254337.1,RP11-865I6.2,lincRNA,0.05966908
ENSG00000253645.1,CTD-2544N14.3,antisense,0.05918668
ENSG00000266402.3,SNHG25,lincRNA,0.05918218
ENSG00000223652.2,AC106786.1,antisense,0.0588665
ENSG00000267279.1,RP11-879F14.2,lincRNA,0.05872229
ENSG00000231721.6,LINC-PINT,antisense,0.05859397
ENSG00000253445.1,CTB-79E8.2,antisense,0.05840794
ENSG00000248161.5,RP11-499E18.1,lincRNA,0.05840241
ENSG00000237886.1,LINC01573,antisense,0.058288757
ENSG00000237686.6,RP5-1120P11.1,antisense,0.058161132
ENSG00000204802.3,RP11-111F5.4,lincRNA,0.057961736
ENSG00000234380.1,LINC01426,antisense,0.057959773
ENSG00000231768.1,LINC01354,lincRNA,0.0577721
ENSG00000241990.5,PRR34-AS1,antisense,0.057699952
ENSG00000278071.1,RP11-736N17.10,lincRNA,0.05756688
ENSG00000266835.5,GAPLINC,lincRNA,0.05756268
ENSG00000262823.1,RP13-580F15.2,antisense,0.05739563
ENSG00000175147.11,TMEM51-AS1,antisense,0.05727516
ENSG00000253661.1,ZFHX4-AS1,antisense,0.057125848
ENSG00000231327.1,AC016700.5,lincRNA,0.057123747
ENSG00000230091.6,TMEM254-AS1,antisense,0.056965645
ENSG00000230615.6,RP5-1198O20.4,lincRNA,0.05660368
ENSG00000274370.1,AC144831.3,lincRNA,0.056586843
ENSG00000249816.6,LINC00964,lincRNA,0.056454092
ENSG00000270074.1,RP11-351I21.11,lincRNA,0.056427356
ENSG00000234072.1,AC074117.10,antisense,0.056334723
ENSG00000224805.2,LINC00853,antisense,0.056328923
ENSG00000273058.2,RP11-385F5.5,antisense,0.056325562
ENSG00000228623.3,ZNF883,lincRNA,0.05627116
ENSG00000238057.8,ZEB2-AS1,antisense,0.05622779
ENSG00000253549.5,CA3-AS1,antisense,0.05591818
ENSG00000276851.1,RP5-875H18.9,lincRNA,0.0558653
ENSG00000233621.1,LINC01137,antisense,0.05569879
ENSG00000229481.2,CTD-2554C21.3,lincRNA,0.05560857
ENSG00000272644.1,RP11-33O4.1,lincRNA,0.055483125
ENSG00000227051.5,C14orf132,lincRNA,0.055396065
ENSG00000272622.1,RP11-395N3.2,lincRNA,0.05534192
ENSG00000204832.9,ST8SIA6-AS1,antisense,0.05529323
ENSG00000267265.5,CTC-550B14.7,antisense,0.055215437
ENSG00000249669.7,MIR143HG,lincRNA,0.05521516
ENSG00000261604.1,CTD-2636A23.2,antisense,0.055213876
ENSG00000262477.1,AC021224.1,lincRNA,0.055153143
ENSG00000272720.1,CTA-228A9.3,lincRNA,0.05513491
ENSG00000214194.8,LINC00998,lincRNA,0.0549634
ENSG00000243888.1,RP11-548B3.3,3prime_overlapping_ncrna,0.05495952
ENSG00000272079.2,LA16c-380H5.5,lincRNA,0.054891974
ENSG00000261762.1,RP11-650L12.2,antisense,0.054859787
ENSG00000225490.1,RP4-610C12.3,lincRNA,0.05480981
ENSG00000260404.2,RP11-384K6.6,lincRNA,0.054782964
ENSG00000272645.2,RP11-504P24.8,lincRNA,0.05478084
ENSG00000229155.1,RP11-528A4.2,lincRNA,0.054757122
ENSG00000237975.6,FLG-AS1,antisense,0.054744888
ENSG00000275854.1,RP11-278C7.5,sense_intronic,0.054655194
ENSG00000260917.1,RP11-57H14.4,sense_overlapping,0.054577865
ENSG00000270933.1,CTD-2227E11.1,lincRNA,0.054539386
ENSG00000270028.1,RP11-380L11.4,antisense,0.05438229
ENSG00000272599.2,RP11-152N13.16,antisense,0.054352317
ENSG00000264575.1,LINC00526,lincRNA,0.05434098
ENSG00000260877.1,RP11-211G23.2,lincRNA,0.054272275
ENSG00000259583.2,RP11-66B24.4,antisense,0.054101642
ENSG00000254837.2,AP001372.2,lincRNA,0.054078057
ENSG00000245937.7,LINC01184,lincRNA,0.054043826
ENSG00000273335.1,RP11-61L19.2,lincRNA,0.053994447
ENSG00000272933.1,RP11-47A8.5,lincRNA,0.053968336
ENSG00000249859.7,PVT1,lincRNA,0.05394423
ENSG00000255026.1,RP11-326C3.2,antisense,0.053921692
ENSG00000227782.2,CTC-529I10.2,antisense,0.05379659
ENSG00000236318.1,AC019117.1,lincRNA,0.053716388
ENSG00000255007.1,CTD-2589M5.4,antisense,0.053569485
ENSG00000235501.5,RP4-639F20.1,antisense,0.05352178
ENSG00000226312.7,CFLAR-AS1,antisense,0.05349857
ENSG00000166770.10,ZNF667-AS1,lincRNA,0.05339537
ENSG00000255471.1,RP11-736K20.5,antisense,0.05327912
ENSG00000261063.1,RP11-538I12.2,antisense,0.05321092
ENSG00000179859.7,AC025335.1,antisense,0.053125024
ENSG00000197301.7,RP11-366L20.2,antisense,0.052860484
ENSG00000255224.1,CTD-3065J16.9,antisense,0.052860096
ENSG00000272338.2,RP11-722E23.2,lincRNA,0.052601226
ENSG00000249001.5,RP11-742B18.1,antisense,0.05257572
ENSG00000170846.15,AC093323.3,lincRNA,0.052571323
ENSG00000260778.3,RP11-304L19.13,lincRNA,0.052310787
ENSG00000266872.1,RP11-19P22.8,antisense,0.05209941
ENSG00000265369.3,PCAT18,lincRNA,0.052092228
ENSG00000272523.1,LINC01023,lincRNA,0.051903613
ENSG00000253574.5,RP11-284H18.1,antisense,0.05183584
ENSG00000215190.8,LINC00680,lincRNA,0.051783912
ENSG00000228265.5,RALY-AS1,lincRNA,0.051671676
ENSG00000256268.1,RP11-221N13.3,lincRNA,0.051658582
ENSG00000265688.1,MAFG-AS1,antisense,0.051655892
ENSG00000253414.2,RP11-150O12.6,sense_intronic,0.05138983
ENSG00000261159.1,RP11-723O4.9,lincRNA,0.05138422
ENSG00000273036.2,FAM95C,lincRNA,0.051206343
ENSG00000228408.5,RP1-111D6.3,lincRNA,0.05105836
ENSG00000235884.3,LINC00941,lincRNA,0.050851688
